USAF,WBAN,YR--MODAHRMN,DIR,SPD,GUS,CLG,SKC,L,M,H,VSB,MW,MW,MW,MW,AW,AW,AW,AW,W,TEMP,DEWP,SLP,ALT,STP,MAX,MIN,PCP01,PCP06,PCP24,PCPXX,SD
744860,94789,2015082104,250,13,***,11,***,*,*,*,3,**,**,**,**,63,10,**,**,*,75,72,1014.9,29.97,1014.1,***,***,0.58,*****,*****,0.66,**
744860,94789,2015082105,250,13,***,***,OVC,*,*,*,3,65,**,**,**,**,**,**,**,*,75,72,1014.9,*****,1013.8,***,***,*****,*****,*****,0.67,**
744860,94789,2015082105,260,10,***,9,***,*,*,*,2,**,**,**,**,63,10,**,**,*,75,72,******,29.98,1014.4,***,***,0.98,*****,*****,*****,**
744860,94789,2015082105,330,8,***,28,***,*,*,*,5,**,**,**,**,62,10,**,**,*,73,72,******,29.97,1014.1,***,***,1.78,*****,*****,*****,**
744860,94789,2015082105,10,7,***,28,***,*,*,*,6,**,**,**,**,61,10,**,**,*,73,70,1015,29.97,1014.1,***,***,1.67,*****,*****,*****,**
744860,94789,2015082106,320,10,***,90,***,*,*,*,10,**,**,**,**,**,**,**,**,*,75,70,******,29.98,1014.4,***,***,0.02,*****,*****,*****,**
744860,94789,2015082106,320,9,***,90,***,*,*,*,10,**,**,**,**,**,**,**,**,*,75,69,1015.2,29.98,1014.4,***,***,0.01,*****,*****,*****,**
744860,94789,2015082107,360,7,***,110,***,*,*,*,10,**,**,**,**,**,**,**,**,*,76,69,1015.8,30,1015.1,78,73,0,2.47,2.48,*****,**
744860,94789,2015082108,360,7,***,***,BKN,*,*,*,10,**,**,**,**,**,**,**,**,*,76,69,1015.8,*****,1014.8,87,73,*****,2.48,2.48,*****,**
744860,94789,2015082108,340,10,***,13,***,*,*,*,10,**,**,**,**,**,**,**,**,*,75,68,******,30,1015.1,***,***,*****,*****,*****,*****,**
744860,94789,2015082108,350,15,20,13,***,*,*,*,10,**,**,**,**,**,**,**,**,*,74,68,1016.1,30.01,1015.4,***,***,0,*****,*****,*****,**
744860,94789,2015082109,360,13,***,100,***,*,*,*,10,**,**,**,**,**,**,**,**,*,73,68,******,30.02,1015.8,***,***,*****,*****,*****,*****,**
744860,94789,2015082109,360,11,***,20,***,*,*,*,10,**,**,**,**,**,**,**,**,*,75,66,******,30.02,1015.8,***,***,*****,*****,*****,*****,**
744860,94789,2015082111,350,11,***,***,BKN,*,*,*,10,**,**,**,**,**,**,**,**,*,76,65,1017,*****,1015.8,***,***,*****,*****,*****,0,**
744860,94789,2015082111,350,15,***,26,***,*,*,*,10,**,**,**,**,**,**,**,**,*,79,63,******,30.04,1016.4,***,***,*****,*****,*****,*****,**
744860,94789,2015082111,350,13,***,26,***,*,*,*,10,**,**,**,**,**,**,**,**,*,79,64,1017.3,30.04,1016.4,***,***,0,*****,*****,*****,**
744860,94789,2015082112,340,11,***,70,***,*,*,*,10,**,**,**,**,**,**,**,**,*,81,64,******,30.04,1016.4,***,***,*****,*****,*****,*****,**
744860,94789,2015082112,20,11,***,70,***,*,*,*,10,**,**,**,**,**,**,**,**,*,81,63,1017,30.03,1016.1,***,***,0,*****,*****,*****,**
744860,94789,2015082114,20,10,***,***,BKN,*,*,*,10,**,**,**,**,**,**,**,**,*,82,63,1016.6,*****,1015.5,83,74,*****,0,*****,*****,**
744860,94789,2015082114,340,6,***,722,SCT,*,*,*,10,**,**,**,**,**,**,**,**,*,85,61,1016.3,30.01,1015.4,***,***,0,*****,*****,*****,**
744860,94789,2015082115,990,3,***,722,SCT,*,*,*,10,**,**,**,**,**,**,**,**,*,86,59,1016,30.01,1015.4,***,***,0,*****,*****,*****,**
744860,94789,2015082116,30,5,***,722,SCT,*,*,*,10,**,**,**,**,**,**,**,**,*,87,57,1015.7,30,1015.1,***,***,0,*****,*****,*****,**
744860,94789,2015082117,30,5,***,***,SCT,*,*,*,10,**,**,**,**,**,**,**,**,*,87,57,1015.7,*****,1014.8,***,***,*****,*****,*****,*****,**
744860,94789,2015082117,160,9,***,722,SCT,*,*,*,10,**,**,**,**,**,**,**,**,*,82,67,1016,30,1015.1,***,***,0,*****,*****,*****,**
744860,94789,2015082118,150,7,***,250,***,*,*,*,10,**,**,**,**,**,**,**,**,*,80,66,1016.2,30.01,1015.4,***,***,0,*****,*****,*****,**
744860,94789,2015082119,***,0,***,250,***,*,*,*,10,**,**,**,**,**,**,**,**,*,78,68,1016.5,30.02,1015.8,87,78,0,*****,*****,*****,**
744860,94789,2015082120,***,0,***,***,BKN,*,*,*,10,**,**,**,**,**,**,**,**,*,78,68,1016.5,*****,1015.5,87,73,*****,*****,*****,*****,**
744860,94789,2015082121,***,0,***,722,SCT,*,*,*,10,**,**,**,**,**,**,**,**,*,78,70,1017.3,30.04,1016.4,***,***,0,*****,*****,*****,**
744860,94789,2015082123,330,7,***,***,BKN,*,*,*,10,**,**,**,**,**,**,**,**,*,77,61,1017.4,*****,1016.5,***,***,*****,*****,*****,0,**
744860,94789,2015082123,350,9,***,250,***,*,*,*,10,**,**,**,**,**,**,**,**,*,77,64,1017.8,30.06,1017.1,***,***,0,*****,*****,*****,**
744860,94789,2015082200,350,10,***,250,***,*,*,*,10,**,**,**,**,**,**,**,**,*,76,58,1017.8,30.06,1017.1,87,73,0,*****,*****,*****,**
744860,94789,2015082200,***,***,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,****,****,******,*****,******,87,***,*****,*****,2.48,*****,0
744860,94789,2015082202,10,11,***,***,BKN,*,*,*,10,**,**,**,**,**,**,**,**,*,74,59,1017.8,*****,1016.8,78,73,*****,0,*****,*****,**
744860,94789,2015082202,10,14,21,250,***,*,*,*,10,**,**,**,**,**,**,**,**,*,73,57,1017.9,30.06,1017.1,***,***,0,*****,*****,*****,**
744860,94789,2015082203,10,10,***,250,***,*,*,*,10,**,**,**,**,**,**,**,**,*,72,54,1018.1,30.07,1017.4,***,***,0,*****,*****,*****,**
744860,94789,2015082204,360,11,***,250,***,*,*,*,10,**,**,**,**,**,**,**,**,*,71,52,1018.3,30.07,1017.4,***,***,0,*****,*****,*****,**
744860,94789,2015082205,360,11,***,***,BKN,*,*,*,10,**,**,**,**,**,**,**,**,*,71,52,1018.3,*****,1017.2,***,***,*****,*****,*****,*****,**
744860,94789,2015082205,360,10,***,722,SCT,*,*,*,10,**,**,**,**,**,**,**,**,*,70,52,1018.6,30.08,1017.8,***,***,0,*****,*****,*****,**
744860,94789,2015082206,360,8,***,250,***,*,*,*,10,**,**,**,**,**,**,**,**,*,70,51,1019,30.09,1018.1,***,***,0,*****,*****,*****,**
744860,94789,2015082207,10,10,***,250,***,*,*,*,10,**,**,**,**,**,**,**,**,*,72,52,1019.6,30.11,1018.8,74,70,0,*****,*****,*****,**
744860,94789,2015082208,10,10,***,***,BKN,*,*,*,10,**,**,**,**,**,**,**,**,*,72,52,1019.6,*****,1018.5,87,70,*****,*****,*****,*****,**
744860,94789,2015082208,20,14,***,250,***,*,*,*,10,**,**,**,**,**,**,**,**,*,75,52,1019.8,30.12,1019.1,***,***,0,*****,*****,*****,**
744860,94789,2015082209,360,11,***,250,***,*,*,*,10,**,**,**,**,**,**,**,**,*,77,54,1019.8,30.12,1019.1,***,***,0,*****,*****,*****,**
744860,94789,2015082210,350,13,***,250,***,*,*,*,10,**,**,**,**,**,**,**,**,*,79,53,1019.5,30.11,1018.8,***,***,0,*****,*****,*****,**
744860,94789,2015082211,350,13,***,***,BKN,*,*,*,10,**,**,**,**,**,**,**,**,*,79,53,1019.5,*****,1018.5,***,***,*****,*****,*****,*****,**
744860,94789,2015082211,330,10,***,250,***,*,*,*,10,**,**,**,**,**,**,**,**,*,81,54,1019.4,30.1,1018.5,***,***,0,*****,*****,*****,**
744860,94789,2015082212,310,5,***,250,***,*,*,*,10,**,**,**,**,**,**,**,**,*,83,55,1018.9,30.09,1018.1,***,***,0,*****,*****,*****,**
744860,94789,2015082213,990,5,***,250,***,*,*,*,10,**,**,**,**,**,**,**,**,*,83,54,1018.7,30.08,1017.8,84,72,0,*****,*****,*****,**
744860,94789,2015082214,***,5,***,***,BKN,*,*,*,10,**,**,**,**,**,**,**,**,*,83,54,1018.7,*****,1017.5,84,72,*****,*****,*****,*****,**
744860,94789,2015082214,80,5,***,722,SCT,*,*,*,10,**,**,**,**,**,**,**,**,*,84,54,1018.1,30.07,1017.4,***,***,0,*****,*****,*****,**
744860,94789,2015082215,***,0,***,722,SCT,*,*,*,10,**,**,**,**,**,**,**,**,*,84,53,1017.7,30.05,1016.8,***,***,0,*****,*****,*****,**
744860,94789,2015082216,990,7,***,260,***,*,*,*,10,**,**,**,**,**,**,**,**,*,85,53,1017.6,30.05,1016.8,***,***,0,*****,*****,*****,**
744860,94789,2015082217,***,7,***,***,BKN,*,*,*,10,**,**,**,**,**,**,**,**,*,85,53,1017.6,*****,1016.5,***,***,*****,*****,*****,*****,**
744860,94789,2015082217,40,11,17,722,SCT,*,*,*,10,**,**,**,**,**,**,**,**,*,84,53,1017.6,30.05,1016.8,***,***,0,*****,*****,*****,**
744860,94789,2015082218,360,11,***,722,SCT,*,*,*,10,**,**,**,**,**,**,**,**,*,81,52,1017.6,30.05,1016.8,***,***,0,*****,*****,*****,**
744860,94789,2015082219,360,8,***,722,SCT,*,*,*,10,**,**,**,**,**,**,**,**,*,79,51,1017.7,30.05,1016.8,86,79,0,*****,*****,*****,**
744860,94789,2015082220,360,8,***,***,SCT,*,*,*,10,**,**,**,**,**,**,**,**,*,79,51,1017.7,*****,1016.5,86,70,*****,*****,*****,*****,**
744860,94789,2015082220,360,10,***,722,SCT,*,*,*,10,**,**,**,**,**,**,**,**,*,77,52,1017.7,30.06,1017.1,***,***,0,*****,*****,*****,**
744860,94789,2015082221,10,7,***,722,SCT,*,*,*,10,**,**,**,**,**,**,**,**,*,76,52,1017.7,30.05,1016.8,***,***,0,*****,*****,*****,**
744860,94789,2015082222,10,8,***,722,SCT,*,*,*,10,**,**,**,**,**,**,**,**,*,75,53,1017.7,30.05,1016.8,***,***,0,*****,*****,*****,**
744860,94789,2015082223,10,8,***,***,SCT,*,*,*,10,**,**,**,**,**,**,**,**,*,75,53,1017.7,*****,1016.5,***,***,*****,*****,*****,*****,**
744860,94789,2015082223,20,7,***,722,SCT,*,*,*,10,**,**,**,**,**,**,**,**,*,74,54,1017.5,30.05,1016.8,***,***,0,*****,*****,*****,**
744860,94789,2015082300,80,3,***,722,SCT,*,*,*,10,**,**,**,**,**,**,**,**,*,71,56,1017.3,30.04,1016.4,86,70,0,*****,*****,*****,**
744860,94789,2015082300,***,***,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,****,****,******,*****,******,86,***,*****,*****,0,*****,0
744860,94789,2015082301,***,0,***,722,SCT,*,*,*,10,**,**,**,**,**,**,**,**,*,71,57,1017.1,30.04,1016.4,79,70,0,*****,*****,*****,**
744860,94789,2015082302,50,3,***,722,SCT,*,*,*,10,**,**,**,**,**,**,**,**,*,69,59,1016.8,30.03,1016.1,***,***,0,*****,*****,*****,**
744860,94789,2015082303,***,0,***,722,SCT,*,*,*,10,**,**,**,**,**,**,**,**,*,70,60,1016.4,30.02,1015.8,***,***,0,*****,*****,*****,**
744860,94789,2015082304,350,5,***,722,SCT,*,*,*,10,**,**,**,**,**,**,**,**,*,70,62,1016.4,30.02,1015.8,***,***,0,*****,*****,*****,**
744860,94789,2015082305,350,5,***,***,SCT,*,*,*,10,**,**,**,**,**,**,**,**,*,70,62,1016.4,*****,1015.5,***,***,*****,*****,*****,*****,**
744860,94789,2015082305,30,5,***,47,***,*,*,*,10,**,**,**,**,**,**,**,**,*,71,64,1016.5,30.02,1015.8,***,***,0,*****,*****,*****,**
744860,94789,2015082306,20,5,***,15,***,*,*,*,10,**,**,**,**,**,**,**,**,*,72,64,******,30.02,1015.8,***,***,*****,*****,*****,*****,**
744860,94789,2015082306,20,5,***,15,***,*,*,*,10,**,**,**,**,**,**,**,**,*,72,66,1017,30.03,1016.1,***,***,0,*****,*****,*****,**
744860,94789,2015082307,30,8,***,55,***,*,*,*,10,**,**,**,**,**,**,**,**,*,73,64,******,30.04,1016.4,***,***,*****,*****,*****,*****,**
744860,94789,2015082307,30,9,***,55,***,*,*,*,10,**,**,**,**,**,**,**,**,*,73,65,1017.1,30.04,1016.4,73,69,0,*****,*****,*****,**
744860,94789,2015082308,30,9,***,***,BKN,*,*,*,10,**,**,**,**,**,**,**,**,*,73,65,1017.1,*****,1016.1,86,69,*****,*****,*****,*****,**
744860,94789,2015082308,40,9,***,722,SCT,*,*,*,10,**,**,**,**,**,**,**,**,*,75,65,1016.8,30.03,1016.1,***,***,0,*****,*****,*****,**
744860,94789,2015082309,50,9,***,18,***,*,*,*,10,**,**,**,**,**,**,**,**,*,77,64,******,30.03,1016.1,***,***,*****,*****,*****,*****,**
744860,94789,2015082309,40,9,***,18,***,*,*,*,10,**,**,**,**,**,**,**,**,*,77,65,1016.8,30.03,1016.1,***,***,0,*****,*****,*****,**
744860,94789,2015082310,990,5,***,22,***,*,*,*,10,**,**,**,**,**,**,**,**,*,79,66,1016.5,30.02,1015.8,***,***,0,*****,*****,*****,**
744860,94789,2015082311,***,5,***,***,BKN,*,*,*,10,**,**,**,**,**,**,**,**,*,79,66,1016.5,*****,1015.5,***,***,*****,*****,*****,*****,**
744860,94789,2015082311,60,3,***,34,***,*,*,*,10,**,**,**,**,**,**,**,**,*,79,64,******,30.01,1015.4,***,***,*****,*****,*****,*****,**
744860,94789,2015082311,***,0,***,34,***,*,*,*,10,**,**,**,**,**,**,**,**,*,79,64,1016.1,30.01,1015.4,***,***,0,*****,*****,*****,**
744860,94789,2015082312,160,8,***,60,***,*,*,*,10,**,**,**,**,**,**,**,**,*,82,66,1015.3,29.98,1014.4,***,***,0,*****,*****,*****,**
744860,94789,2015082313,200,9,***,60,***,*,*,*,10,**,**,**,**,**,**,**,**,*,81,66,1015,29.98,1014.4,83,73,0,*****,*****,*****,**
744860,94789,2015082314,200,9,***,***,BKN,*,*,*,10,**,**,**,**,**,**,**,**,*,81,66,1015,*****,1014.1,83,73,*****,*****,*****,*****,**
744860,94789,2015082314,200,10,***,722,***,*,*,*,10,**,**,**,**,**,**,**,**,*,79,66,1014.8,29.97,1014.1,***,***,0,*****,*****,*****,**
744860,94789,2015082315,180,6,***,722,***,*,*,*,10,**,**,**,**,**,**,**,**,*,80,66,1014.6,29.96,1013.7,***,***,0,*****,*****,*****,**
744860,94789,2015082316,170,7,***,722,***,*,*,*,10,**,**,**,**,**,**,**,**,*,80,68,1014.3,29.95,1013.4,***,***,0,*****,*****,*****,**
744860,94789,2015082317,170,7,***,***,BKN,*,*,*,10,**,**,**,**,**,**,**,**,*,80,68,1014.3,*****,1013.1,***,***,*****,*****,*****,*****,**
744860,94789,2015082317,160,7,***,722,***,*,*,*,10,**,**,**,**,**,**,**,**,*,81,67,1013.9,29.94,1013,***,***,0,*****,*****,*****,**
744860,94789,2015082318,140,8,***,722,***,*,*,*,10,**,**,**,**,**,**,**,**,*,79,67,1013.6,29.93,1012.7,***,***,0,*****,*****,*****,**
744860,94789,2015082319,130,7,***,722,***,*,*,*,10,**,**,**,**,**,**,**,**,*,76,69,1013.8,29.94,1013,82,76,0,*****,*****,*****,**
744860,94789,2015082320,130,7,***,***,BKN,*,*,*,10,**,**,**,**,**,**,**,**,*,76,69,1013.8,*****,1012.8,83,69,*****,*****,*****,*****,**
744860,94789,2015082320,120,6,***,42,***,*,*,*,10,**,**,**,**,**,**,**,**,*,76,69,1014,29.94,1013,***,***,0,*****,*****,*****,**
744860,94789,2015082321,90,5,***,65,***,*,*,*,10,**,**,**,**,**,**,**,**,*,75,69,1014.2,29.95,1013.4,***,***,0,*****,*****,*****,**
744860,94789,2015082322,130,3,***,36,***,*,*,*,10,**,**,**,**,**,**,**,**,*,75,70,1014.2,29.95,1013.4,***,***,0,*****,*****,*****,**
744860,94789,2015082323,130,3,***,***,BKN,*,*,*,10,**,**,**,**,**,**,**,**,*,75,70,1014.2,*****,1013.1,***,***,*****,*****,*****,*****,**
744860,94789,2015082323,***,0,***,722,SCT,*,*,*,10,**,**,**,**,**,**,**,**,*,75,70,1013.9,29.94,1013,***,***,0,*****,*****,*****,**
744860,94789,2015082400,***,0,***,722,SCT,*,*,*,10,**,**,**,**,**,**,**,**,*,75,70,1013.7,29.94,1013,83,69,0,*****,*****,*****,**
744860,94789,2015082400,***,***,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,****,****,******,*****,******,83,***,*****,*****,0,*****,0
744860,94789,2015082401,250,5,***,722,SCT,*,*,*,10,**,**,**,**,**,**,**,**,*,73,69,1013.3,29.93,1012.7,77,73,0,*****,*****,*****,**
744860,94789,2015082402,250,5,***,***,SCT,*,*,*,10,**,**,**,**,**,**,**,**,*,73,69,1013.3,*****,1012.4,77,69,*****,*****,*****,*****,**
744860,94789,2015082402,240,6,***,722,SCT,*,*,*,10,**,**,**,**,**,**,**,**,*,73,69,1013,29.92,1012.4,***,***,0,*****,*****,*****,**
744860,94789,2015082403,250,5,***,722,SCT,*,*,*,10,**,**,**,**,**,**,**,**,*,73,69,1012.9,29.91,1012,***,***,0,*****,*****,*****,**
744860,94789,2015082404,230,3,***,722,SCT,*,*,*,10,**,**,**,**,**,**,**,**,*,73,67,1012.8,29.91,1012,***,***,0,*****,*****,*****,**
744860,94789,2015082405,230,3,***,***,SCT,*,*,*,10,**,**,**,**,**,**,**,**,*,73,67,1012.8,*****,1011.7,***,***,*****,*****,*****,*****,**
744860,94789,2015082405,240,5,***,722,SCT,*,*,*,10,**,**,**,**,**,**,**,**,*,72,68,1013,29.91,1012,***,***,0,*****,*****,*****,**
744860,94789,2015082406,***,0,***,722,SCT,*,*,*,10,**,**,**,**,**,**,**,**,*,72,68,1013.5,29.93,1012.7,***,***,0,*****,*****,*****,**
744860,94789,2015082407,230,5,***,722,***,*,*,*,10,**,**,**,**,**,**,**,**,*,76,69,1013.7,29.94,1013,76,71,0,*****,*****,*****,**
744860,94789,2015082408,230,5,***,***,BKN,*,*,*,10,**,**,**,**,**,**,**,**,*,76,69,1013.7,*****,1012.8,83,71,*****,*****,*****,*****,**
744860,94789,2015082408,210,3,***,160,***,*,*,*,10,**,**,**,**,**,**,**,**,*,76,69,1013.7,29.94,1013,***,***,0,*****,*****,*****,**
744860,94789,2015082409,210,6,***,160,***,*,*,*,10,**,**,**,**,**,**,**,**,*,78,69,1013.6,29.93,1012.7,***,***,0,*****,*****,*****,**
744860,94789,2015082410,210,7,***,250,***,*,*,*,10,**,**,**,**,**,**,**,**,*,79,67,1013.5,29.93,1012.7,***,***,0,*****,*****,*****,**
744860,94789,2015082411,210,7,***,***,BKN,*,*,*,10,**,**,**,**,**,**,**,**,*,79,67,1013.5,*****,1012.4,***,***,*****,*****,*****,*****,**
744860,94789,2015082411,220,8,***,722,***,*,*,*,10,**,**,**,**,**,**,**,**,*,81,65,1013.2,29.92,1012.4,***,***,0,*****,*****,*****,**
744860,94789,2015082412,200,7,***,250,***,*,*,*,10,**,**,**,**,**,**,**,**,*,82,63,1012.7,29.91,1012,***,***,0,*****,*****,*****,**
744860,94789,2015082413,190,10,***,722,SCT,*,*,*,10,**,**,**,**,**,**,**,**,*,83,59,1012.6,29.9,1011.7,84,76,0,*****,*****,*****,**
744860,94789,2015082414,190,10,***,***,SCT,*,*,*,10,**,**,**,**,**,**,**,**,*,83,59,1012.6,*****,1011.4,84,76,*****,*****,*****,*****,**
744860,94789,2015082414,190,11,***,722,SCT,*,*,*,10,**,**,**,**,**,**,**,**,*,84,62,1012.2,29.89,1011.4,***,***,0,*****,*****,*****,**
744860,94789,2015082415,170,11,***,722,SCT,*,*,*,10,**,**,**,**,**,**,**,**,*,84,63,1011.9,29.88,1011,***,***,0,*****,*****,*****,**
744860,94789,2015082416,170,13,***,722,SCT,*,*,*,10,**,**,**,**,**,**,**,**,*,83,64,1011.6,29.87,1010.7,***,***,0,*****,*****,*****,**
744860,94789,2015082417,170,13,***,***,SCT,*,*,*,10,**,**,**,**,**,**,**,**,*,83,64,1011.6,*****,1010.4,***,***,*****,*****,*****,*****,**
744860,94789,2015082417,170,11,***,722,SCT,*,*,*,10,**,**,**,**,**,**,**,**,*,81,65,1011.2,29.86,1010.3,***,***,0,*****,*****,*****,**
744860,94789,2015082418,160,13,***,722,SCT,*,*,*,10,**,**,**,**,**,**,**,**,*,79,65,1011,29.86,1010.3,***,***,0,*****,*****,*****,**
744860,94789,2015082419,160,11,***,250,***,*,*,*,10,**,**,**,**,**,**,**,**,*,78,67,1011.4,29.87,1010.7,84,78,0,*****,*****,*****,**
744860,94789,2015082420,160,11,***,***,BKN,*,*,*,10,**,**,**,**,**,**,**,**,*,78,67,1011.4,*****,1010.4,84,71,*****,*****,*****,*****,**
744860,94789,2015082420,180,11,***,250,***,*,*,*,10,**,**,**,**,**,**,**,**,*,78,68,1011.7,29.88,1011,***,***,0,*****,*****,*****,**
744860,94789,2015082421,190,8,***,250,***,*,*,*,10,**,**,**,**,**,**,**,**,*,78,68,1011.9,29.88,1011,***,***,0,*****,*****,*****,**
744860,94789,2015082422,180,11,***,250,***,*,*,*,10,**,**,**,**,**,**,**,**,*,77,68,1012,29.89,1011.4,***,***,0,*****,*****,*****,**
744860,94789,2015082423,180,11,***,***,BKN,*,*,*,10,**,**,**,**,**,**,**,**,*,77,68,1012,*****,1011.1,***,***,*****,*****,*****,*****,**
744860,94789,2015082423,200,9,***,722,SCT,*,*,*,10,**,**,**,**,**,**,**,**,*,77,69,1012,29.89,1011.4,***,***,0,*****,*****,*****,**
744860,94789,2015082500,170,3,***,250,***,*,*,*,10,**,**,**,**,**,**,**,**,*,76,70,1011.6,29.87,1010.7,84,71,0,*****,*****,*****,**
744860,94789,2015082500,***,***,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,****,****,******,*****,******,84,***,*****,*****,0,*****,0
744860,94789,2015082501,150,3,***,250,***,*,*,*,10,**,**,**,**,**,**,**,**,*,76,69,1011.5,29.87,1010.7,78,75,0,*****,*****,*****,**
744860,94789,2015082502,150,3,***,***,BKN,*,*,*,10,**,**,**,**,**,**,**,**,*,76,69,1011.5,*****,1010.4,78,71,*****,*****,*****,*****,**
744860,94789,2015082502,180,7,***,250,***,*,*,*,10,**,**,**,**,**,**,**,**,*,76,70,1011.2,29.86,1010.3,***,***,0,*****,*****,*****,**
744860,94789,2015082503,190,7,***,140,***,*,*,*,10,**,**,**,**,**,**,**,**,*,77,71,1010.7,29.85,1010,***,***,0,*****,*****,*****,**
744860,94789,2015082504,210,13,***,50,***,*,*,*,10,**,**,**,**,**,**,**,**,*,77,71,1010.7,29.85,1010,***,***,0,*****,*****,*****,**
744860,94789,2015082505,210,13,***,***,OVC,*,*,*,10,**,**,**,**,**,**,**,**,*,77,71,1010.7,*****,1009.7,***,***,*****,*****,*****,*****,**
744860,94789,2015082505,210,10,***,100,***,*,*,*,10,**,**,**,**,**,**,**,**,*,77,69,1010.8,29.85,1010,***,***,0.01,*****,*****,*****,**
744860,94789,2015082506,230,8,***,38,***,*,*,*,10,**,**,**,**,**,**,**,**,*,76,70,1011.2,29.86,1010.3,***,***,0,*****,*****,*****,**
744860,94789,2015082507,220,9,***,722,***,*,*,*,10,**,**,**,**,**,**,**,**,*,77,69,1011.2,29.86,1010.3,78,76,0,0.01,0.01,*****,**
744860,94789,2015082508,220,9,***,***,BKN,*,*,*,10,**,**,**,**,**,**,**,**,*,77,69,1011.2,*****,1010,84,75,*****,0.01,0.01,*****,**
744860,94789,2015082508,230,8,***,250,***,*,*,*,10,**,**,**,**,**,**,**,**,*,80,70,1011.3,29.87,1010.7,***,***,0,*****,*****,*****,**
744860,94789,2015082509,210,7,***,722,SCT,*,*,*,10,**,**,**,**,**,**,**,**,*,80,70,1011.4,29.87,1010.7,***,***,0,*****,*****,*****,**
744860,94789,2015082510,210,9,***,250,***,*,*,*,10,**,**,**,**,**,**,**,**,*,80,69,1012,29.89,1011.4,***,***,0,*****,*****,*****,**
744860,94789,2015082511,210,9,***,***,BKN,*,*,*,10,**,**,**,**,**,**,**,**,*,80,69,1012,*****,1011.1,***,***,*****,*****,*****,*****,**
744860,94789,2015082511,990,7,***,722,SCT,*,*,*,10,**,**,**,**,**,**,**,**,*,82,69,1011.9,29.88,1011,***,***,0,*****,*****,*****,**
744860,94789,2015082512,160,10,***,722,SCT,*,*,*,10,**,**,**,**,**,**,**,**,*,83,70,1011.4,29.87,1010.7,***,***,0,*****,*****,*****,**
744860,94789,2015082513,170,13,***,722,SCT,*,*,*,10,**,**,**,**,**,**,**,**,*,85,70,1011.2,29.86,1010.3,85,77,0,*****,*****,*****,**
744860,94789,2015082514,170,13,***,***,SCT,*,*,*,10,**,**,**,**,**,**,**,**,*,85,70,1011.2,*****,1010,85,77,*****,*****,*****,*****,**
744860,94789,2015082514,180,15,***,722,SCT,*,*,*,10,**,**,**,**,**,**,**,**,*,85,71,1010.8,29.85,1010,***,***,0,*****,*****,*****,**
744860,94789,2015082515,180,16,***,722,SCT,*,*,*,10,**,**,**,**,**,**,**,**,*,84,72,1010.3,29.84,1009.7,***,***,0,*****,*****,*****,**
744860,94789,2015082516,170,15,***,722,SCT,*,*,*,10,**,**,**,**,**,**,**,**,*,83,73,1010.1,29.83,1009.3,***,***,0,*****,*****,*****,**
744860,94789,2015082517,170,15,***,***,SCT,*,*,*,10,**,**,**,**,**,**,**,**,*,83,73,1010.1,*****,1009,***,***,*****,*****,*****,*****,**
744860,94789,2015082517,180,18,***,722,SCT,*,*,*,10,**,**,**,**,**,**,**,**,*,82,73,1010,29.83,1009.3,***,***,0,*****,*****,*****,**
744860,94789,2015082518,180,13,***,722,SCT,*,*,*,10,**,**,**,**,**,**,**,**,*,81,73,1010.1,29.83,1009.3,***,***,0,*****,*****,*****,**
744860,94789,2015082519,190,13,***,75,***,*,*,*,10,**,**,**,**,**,**,**,**,*,79,73,1010.4,29.84,1009.7,85,79,0,*****,*****,*****,**
744860,94789,2015082520,190,13,***,***,BKN,*,*,*,10,**,**,**,**,**,**,**,**,*,79,73,1010.4,*****,1009.4,85,76,*****,*****,*****,*****,**
744860,94789,2015082520,260,15,23,722,SCT,*,*,*,10,**,**,**,**,**,**,**,**,*,82,66,******,29.86,1010.3,***,***,*****,*****,*****,*****,**
744860,94789,2015082520,290,15,***,722,SCT,*,*,*,10,**,**,**,**,**,**,**,**,*,82,56,1011.6,29.87,1010.7,***,***,0,*****,*****,*****,**
744860,94789,2015082521,290,15,***,722,SCT,*,*,*,10,**,**,**,**,**,**,**,**,*,80,53,1012,29.89,1011.4,***,***,0,*****,*****,*****,**
744860,94789,2015082522,310,9,***,722,SCT,*,*,*,10,**,**,**,**,**,**,**,**,*,79,52,1012.4,29.9,1011.7,***,***,0,*****,*****,*****,**
744860,94789,2015082523,310,9,***,***,SCT,*,*,*,10,**,**,**,**,**,**,**,**,*,79,52,1012.4,*****,1011.4,***,***,*****,*****,*****,*****,**
744860,94789,2015082523,300,14,***,722,SCT,*,*,*,10,**,**,**,**,**,**,**,**,*,77,49,1012.6,29.9,1011.7,***,***,0,*****,*****,*****,**
744860,94789,2015082600,310,11,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,76,49,1012.9,29.91,1012,85,75,0,*****,*****,*****,**
744860,94789,2015082600,***,***,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,****,****,******,*****,******,85,***,*****,*****,0.01,*****,0
744860,94789,2015082601,320,10,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,75,50,1012.7,29.91,1012,83,75,0,*****,*****,*****,**
